scenario,arm,seed,profile,burned_ha,forest_ha,pop_affected,evacuated,out_min,success,t2h_j_burn,t2h_j_asset,t2h_j_pop,t2h_j_resp,t2h_j_delay,t2h_j_total,t2h_j_phys,t6h_j_burn,t6h_j_asset,t6h_j_pop,t6h_j_resp,t6h_j_delay,t6h_j_total,t6h_j_phys,end_j_burn,end_j_asset,end_j_pop,end_j_resp,end_j_delay,end_j_total,end_j_phys,rules_final,coverage,fs_frac,adapt_share,tried_1,tried_2,tried_3,acc_1,acc_2,acc_3,dj_1,dj_2,dj_3,genai_source,wall_s
S2,Test0,212,minimal,282.78,132.84,4226918.0,0.0,-1,0,0.5265,0.01105,0.0,0.0,0.0,0.1581,0.17919,0.65767,0.87033,0.08864,0.0,0.0,0.47548,0.53888,0.66462,0.94401,0.21128,0.0,0.0,0.53527,0.60664,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.8
S2,F5,212,minimal,192.78,102.87,923334.0,0.0,-1,0,0.40023,0.0,0.0,0.20789,0.35519,0.15084,0.13341,0.50399,0.04052,0.0001,0.80721,0.20353,0.21963,0.18154,0.57465,0.32417,0.00712,1.0,0.17973,0.33585,0.30198,5,0.594,0.246,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,21.0
S2,F5Ev,212,minimal,237.96,109.62,1056701.0,0.0,-1,0,0.40316,0.0,0.0,0.20803,0.33326,0.15042,0.13439,0.53903,0.12525,0.00098,0.80713,0.16869,0.25307,0.22175,0.62513,0.33891,0.01768,1.0,0.15119,0.35646,0.32724,8,0.688,0.0,0.3068,24,6,0,19,3,0,-0.7633,0.0013,0.0,,33.2
S3,Test0,212,minimal,251.01,66.42,8376979.0,0.0,-1,0,0.41386,0.28469,0.00763,0.0,0.0,0.2077,0.2354,0.62956,0.76179,0.09791,0.0,0.0,0.43802,0.49642,0.65988,0.96284,0.20238,0.0,0.0,0.5368,0.60837,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.3
S3,F5,212,minimal,3.87,1.44,0.0,0.0,-1,0,0.01304,0.0,0.0,0.00799,0.41434,0.02868,0.00435,0.01575,0.0,0.0,0.02471,0.40963,0.03018,0.00525,0.02904,0.0,0.0,0.04707,0.36794,0.03295,0.00968,5,0.0,0.375,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,15.6
S3,F5Ev,212,minimal,1.35,0.99,0.0,0.0,54.0,1,,,,,,,,,,,,,,,0.01033,0.0,0.0,0.00311,0.32039,0.02207,0.00344,7,0.5,0.0,0.7119,1,2,0,1,2,0,-0.0345,-0.0609,0.0,,2.1
S2,F5EvAI,212,minimal,221.49,104.49,739084.0,0.0,-1,0,0.40585,0.0,0.0,0.20789,0.30188,0.14935,0.13528,0.59435,0.1584,0.00186,0.78199,0.15364,0.27698,0.25154,0.60818,0.28881,0.01581,1.0,0.15059,0.33615,0.30427,9,0.608,0.054,0.3799,20,6,6,12,3,1,-0.3669,-0.0381,-0.0118,template,32.2
S4,Test0,212,minimal,250.47,66.42,8288923.0,0.0,-1,0,0.47869,0.3773,0.01517,0.0,0.0,0.25623,0.29039,0.64789,0.82627,0.12405,0.0,0.0,0.47006,0.53274,0.6594,0.95252,0.21258,0.0,0.0,0.53662,0.60817,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.2
S3,F5EvAI,212,minimal,7.56,2.34,933.0,0.0,530.0,1,0.03035,0.0,0.0,0.01727,0.21828,0.02278,0.01012,0.05521,0.0044,0.0,0.07172,0.30245,0.03954,0.01987,0.05521,0.0044,0.0,0.08737,0.22055,0.03564,0.01987,11,0.083,0.294,0.6995,5,17,7,5,3,3,0.0057,0.0161,-0.0505,template,16.5
S4,F5,212,minimal,28.44,4.59,7644.0,0.0,-1,0,0.06321,0.0,0.0,0.03732,0.33366,0.04041,0.02107,0.06988,0.0,0.0,0.11956,0.31789,0.04629,0.02329,0.18021,0.0398,8e-05,0.30587,0.22055,0.0957,0.07336,5,0.0,0.533,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,16.3
S4,F5Ev,212,minimal,27.27,9.54,16600.0,0.0,590.0,1,0.09392,0.0,0.0,0.03996,0.22693,0.04332,0.03131,0.14612,0.01254,1e-05,0.12963,0.17374,0.06452,0.05289,0.17409,0.01254,1e-05,0.18232,0.18794,0.07668,0.06221,8,0.5,0.0,0.6463,21,4,0,7,3,0,-0.3486,-0.0208,0.0,,20.0
S5,Test0,212,minimal,250.47,66.42,8288923.0,0.0,-1,0,0.47869,0.3773,0.01517,0.0,0.0,0.25623,0.29039,0.64789,0.82627,0.12405,0.0,0.0,0.47006,0.53274,0.6594,0.95252,0.21258,0.0,0.0,0.53662,0.60817,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.3
S4,F5EvAI,212,minimal,22.32,7.2,15667.0,0.0,558.0,1,0.09959,0.0,0.0,0.05808,0.20723,0.0449,0.0332,0.13325,0.0044,1e-05,0.19368,0.21518,0.06454,0.04589,0.14714,0.0044,1e-05,0.27789,0.19323,0.07229,0.05052,9,0.0,0.25,0.6443,0,19,7,0,1,3,0.0,-0.0597,-0.0387,template,18.4
S5,F5,212,minimal,46.98,12.78,21311.0,0.0,-1,0,0.10352,0.0,0.0,0.03694,0.32099,0.0515,0.03451,0.22276,0.02608,2e-05,0.16978,0.24222,0.09743,0.08295,0.26639,0.04068,3e-05,0.43121,0.30348,0.13354,0.10237,5,0.0,0.471,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,16.6
S5,F5Ev,212,minimal,30.24,10.71,15667.0,0.0,588.0,1,0.10408,0.0,0.0,0.04606,0.23023,0.04686,0.03469,0.15813,0.0044,1e-05,0.13535,0.17621,0.06613,0.05418,0.18946,0.0044,1e-05,0.19944,0.17317,0.07894,0.06462,9,0.556,0.005,0.7768,18,7,0,10,4,0,-0.1854,-0.2395,0.0,,19.5
S1,Test0,213,minimal,269.55,153.27,4265635.0,0.0,-1,0,0.50738,0.31733,0.02084,0.0,0.0,0.24869,0.28185,0.63884,0.80997,0.09539,0.0,0.0,0.45418,0.51473,0.66615,0.95644,0.2915,0.0,0.0,0.56297,0.63803,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.8
S5,F5EvAI,212,minimal,24.3,8.73,15667.0,0.0,574.0,1,0.10128,0.0,0.0,0.05439,0.2127,0.0455,0.03376,0.14256,0.0044,2e-05,0.20694,0.19316,0.06676,0.04899,0.15813,0.0044,2e-05,0.29792,0.16027,0.07476,0.05418,10,0.38,0.068,0.77,10,11,4,9,3,2,-0.0203,-0.0771,-0.0179,template,20.2
S1,F5Ev,213,minimal,2.79,2.52,0.0,0.0,66.0,1,,,,,,,,,,,,,,,0.02023,0.0,0.0,0.00835,0.46919,0.03404,0.00674,7,0.25,0.0,0.6683,0,2,0,0,2,0,0.0,-0.1411,0.0,,2.5
S1,F5,213,minimal,180.27,107.55,1558414.0,0.0,-1,0,0.34397,0.30099,0.00511,0.11801,0.29448,0.21546,0.21669,0.477,0.44147,0.00731,0.5891,0.25184,0.32176,0.30859,0.57163,0.44691,0.00919,1.0,0.23913,0.37517,0.34258,5,0.019,0.165,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,22.0
S2,Test0,213,minimal,269.46,153.27,4265635.0,0.0,-1,0,0.52976,0.34455,0.02126,0.0,0.0,0.2634,0.29852,0.666,0.95644,0.16967,0.0,0.0,0.52709,0.59737,0.66607,0.95644,0.29813,0.0,0.0,0.56489,0.64021,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.9
S1,F5EvAI,213,minimal,174.87,104.76,1200795.0,0.0,-1,0,0.39255,0.30099,0.00581,0.13657,0.25068,0.22847,0.23312,0.49188,0.30644,0.00642,0.69885,0.22182,0.29084,0.26824,0.56417,0.38811,0.00942,1.0,0.20947,0.354,0.32057,8,0.189,0.02,0.5154,22,5,3,11,3,0,-0.3629,-0.086,0.0,template,30.0
S2,F5,213,minimal,171.63,100.8,1360524.0,0.0,-1,0,0.43656,0.27921,0.00394,0.1727,0.18781,0.23289,0.2399,0.5271,0.30099,0.00503,0.77203,0.22238,0.30353,0.2777,0.55957,0.43058,0.00779,1.0,0.2114,0.36477,0.33264,5,0.138,0.2,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,19.6
S2,F5Ev,213,minimal,216.63,123.39,1081589.0,0.0,-1,0,0.44159,0.2901,0.00443,0.17944,0.18101,0.23771,0.24538,0.53601,0.30099,0.00523,0.77889,0.15937,0.30291,0.28074,0.61592,0.36633,0.01162,1.0,0.13737,0.35922,0.33129,8,0.392,0.0,0.3799,22,9,0,14,3,0,-0.4369,-0.1246,0.0,,30.8
S3,Test0,213,minimal,256.05,79.38,7633184.0,0.0,-1,0,0.55023,0.51987,0.02404,0.0,0.0,0.32181,0.36472,0.66207,0.93492,0.14164,0.0,0.0,0.51136,0.57954,0.66302,0.94427,0.19862,0.0,0.0,0.53115,0.60197,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.4
S2,F5EvAI,213,minimal,215.37,122.4,1119750.0,0.0,-1,0,0.43593,0.27921,0.00434,0.17444,0.1763,0.23224,0.23982,0.59056,0.31733,0.0074,0.64897,0.13458,0.31529,0.3051,0.61454,0.36088,0.00992,1.0,0.20647,0.36077,0.32844,8,0.393,0.049,0.3077,15,12,3,6,3,0,-0.1192,-0.1081,0.0,template,32.8
S3,F5,213,minimal,88.02,18.45,1182659.0,0.0,-1,0,0.29463,0.07605,0.00105,0.06054,0.26963,0.12875,0.12391,0.3579,0.14399,0.00244,0.23571,0.31146,0.18052,0.16811,0.40347,0.22285,0.00299,0.42033,0.41203,0.23405,0.20977,5,0.008,0.271,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,16.1
S3,F5EvAI,213,minimal,9.63,4.14,0.0,0.0,156.0,1,0.06043,0.0,0.0,0.01873,0.32535,0.03801,0.02014,,,,,,,,0.0689,0.0,0.0,0.03303,0.27285,0.03826,0.02297,8,0.173,0.0,0.4809,0,3,4,0,0,3,0.0,0.0,-0.1807,template,6.4
S4,Test0,213,minimal,256.05,79.38,7633184.0,0.0,-1,0,0.57855,0.61524,0.0317,0.0,0.0,0.36044,0.4085,0.66302,0.94427,0.15472,0.0,0.0,0.51824,0.58734,0.66302,0.94427,0.20514,0.0,0.0,0.53307,0.60414,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.3
S3,F5Ev,213,minimal,78.3,19.89,724105.0,0.0,-1,0,0.05242,0.0,0.0,0.01709,0.35093,0.03707,0.01747,0.28733,0.05672,0.00069,0.09924,0.17169,0.11733,0.11491,0.37565,0.1362,0.00126,0.29079,0.1581,0.17732,0.17104,8,0.558,0.0,0.6259,20,9,0,13,3,0,-0.8757,-0.2098,0.0,,24.9
S4,F5,213,minimal,84.15,12.33,1195779.0,0.0,-1,0,0.29908,0.05828,0.00114,0.1107,0.31717,0.13061,0.1195,0.38884,0.16095,0.00291,0.39032,0.3523,0.20624,0.18423,0.39269,0.16406,0.00308,0.64112,0.41939,0.22704,0.18661,5,0.008,0.325,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,16.0
S4,F5Ev,213,minimal,83.61,23.22,714513.0,0.0,-1,0,0.07722,0.0,0.0,0.04071,0.3547,0.04597,0.02574,0.34481,0.09974,0.00116,0.27247,0.19722,0.15872,0.14857,0.39116,0.13308,0.00139,0.53045,0.15636,0.195,0.17521,8,0.602,0.0,0.6329,26,4,0,12,3,0,-0.9381,-0.2757,0.0,,25.3
S4,F5EvAI,213,minimal,23.13,12.78,58844.0,0.0,534.0,1,0.08365,0.0,0.0,0.04435,0.31115,0.04551,0.02788,0.1362,0.0,0.0,0.23787,0.19121,0.0653,0.0454,0.15091,0.01465,4e-05,0.3212,0.20539,0.07968,0.0552,8,0.172,0.0,0.6279,12,5,7,4,0,3,-0.2088,0.0,-0.2185,template,19.4
S5,Test0,213,minimal,256.05,79.38,7633184.0,0.0,-1,0,0.57855,0.61524,0.0317,0.0,0.0,0.36044,0.4085,0.66302,0.94427,0.15472,0.0,0.0,0.51824,0.58734,0.66302,0.94427,0.20514,0.0,0.0,0.53307,0.60414,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.3
S5,F5,213,minimal,99.0,25.11,1249807.0,0.0,-1,0,0.27337,0.04426,0.00052,0.10928,0.28471,0.11675,0.10605,0.36745,0.11613,0.00116,0.37285,0.27307,0.18057,0.16158,0.43205,0.23469,0.00269,0.71858,0.2327,0.25285,0.22314,5,0.008,0.233,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,16.8
S5,F5Ev,213,minimal,90.54,25.38,732706.0,0.0,-1,0,0.07722,0.0,0.0,0.03976,0.37617,0.04718,0.02574,0.35215,0.09412,0.00114,0.28318,0.19728,0.15985,0.14914,0.41028,0.15459,0.00147,0.63502,0.14661,0.21255,0.18878,9,0.275,0.0,0.6253,20,12,0,11,4,0,-0.7079,-0.3036,0.0,,23.9
S1,Test0,214,minimal,261.9,123.57,4112854.0,0.0,-1,0,0.43535,0.16096,0.00077,0.0,0.0,0.17561,0.19903,0.63368,0.57172,0.04482,0.0,0.0,0.36771,0.41674,0.65726,0.91272,0.22158,0.0,0.0,0.52693,0.59719,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.7
S5,F5EvAI,213,minimal,87.03,21.96,577770.0,0.0,-1,0,0.06408,0.0,0.0,0.06599,0.32321,0.04174,0.02136,0.31792,0.04675,0.00023,0.35855,0.20815,0.14066,0.12164,0.40075,0.12953,0.00091,0.89234,0.16838,0.21863,0.17706,11,0.263,0.021,0.7106,14,14,6,14,4,2,-0.5585,-0.3966,-0.1827,template,24.5
S1,F5,214,minimal,55.26,41.85,0.0,0.0,-1,0,0.16735,0.0,0.0,0.09437,0.37232,0.07667,0.05578,0.2741,0.0,0.0,0.39203,0.30222,0.12146,0.09137,0.28806,0.0,0.0,0.89174,0.29744,0.15468,0.09602,5,0.0,0.5,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,17.8
S1,F5EvAI,214,minimal,56.7,43.38,0.0,0.0,-1,0,0.16598,0.0,0.0,0.09567,0.32508,0.07357,0.05533,0.25558,0.0,0.0,0.42273,0.28169,0.11661,0.08519,0.29336,0.0,0.0,0.95056,0.2798,0.15866,0.09779,8,0.0,0.5,0.4648,0,47,7,0,1,2,0.0,-0.0152,-0.0117,template,20.8
S1,F5Ev,214,minimal,65.52,51.66,0.0,0.0,-1,0,0.15718,0.0,0.0,0.09167,0.3237,0.07066,0.05239,0.25228,0.0,0.0,0.37528,0.26288,0.11174,0.08409,0.3242,0.0,0.0,0.96451,0.24271,0.16637,0.10807,7,0.25,0.008,0.4999,28,2,0,12,2,0,-0.0426,0.0156,0.0,,27.8
S2,Test0,214,minimal,261.9,123.57,4112854.0,0.0,-1,0,0.5168,0.16096,0.00077,0.0,0.0,0.19957,0.22618,0.63412,0.57172,0.04487,0.0,0.0,0.36786,0.4169,0.65726,0.91272,0.22124,0.0,0.0,0.52683,0.59707,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.9
S2,F5,214,minimal,221.04,107.19,249449.0,0.0,-1,0,0.31782,0.0,0.0,0.23078,0.3091,0.12524,0.10594,0.45088,0.0,0.0,0.83026,0.221,0.19445,0.15029,0.61809,0.16693,0.00117,1.0,0.16028,0.29948,0.26206,5,0.146,0.5,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,19.4
S2,F5Ev,214,minimal,223.92,110.52,263013.0,0.0,-1,0,0.33574,0.0,0.0,0.22955,0.24817,0.12685,0.11191,0.49959,0.0,0.0,0.82395,0.19615,0.20694,0.16653,0.62115,0.18004,0.00109,1.0,0.13663,0.30283,0.26743,7,0.381,0.016,0.3709,24,6,0,15,2,0,-0.0872,0.018,0.0,,29.4
S3,Test0,214,minimal,210.51,53.64,6819856.0,0.0,-1,0,0.1258,0.08059,0.00186,0.0,0.0,0.06125,0.06942,0.49745,0.48353,0.0293,0.0,0.0,0.29714,0.33676,0.62034,0.82079,0.14463,0.0,0.0,0.4664,0.52859,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.0
S2,F5EvAI,214,minimal,208.26,105.39,171449.0,0.0,-1,0,0.31844,0.0,0.0,0.23081,0.29071,0.12434,0.10615,0.42091,0.0,0.0,0.83017,0.24524,0.18706,0.1403,0.60394,0.155,0.00069,1.0,0.18308,0.29301,0.25321,12,0.162,0.315,0.5518,7,29,3,6,7,0,-0.0364,-0.019,0.0,template,27.9
S3,F5,214,minimal,4.5,0.81,0.0,0.0,-1,0,0.01986,0.0,0.0,0.00885,0.4426,0.0324,0.00662,0.02718,0.0,0.0,0.02445,0.52292,0.04019,0.00906,0.03375,0.0,0.0,0.04629,0.35946,0.03379,0.01125,5,0.0,0.025,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,17.3
S3,F5EvAI,214,minimal,2.61,0.18,0.0,0.0,54.0,1,,,,,,,,,,,,,,,0.01986,0.0,0.0,0.00325,0.34885,0.02655,0.00662,6,0.0,0.0,0.1018,0,1,2,0,1,0,0.0,0.0041,0.0,template,2.9
S3,F5Ev,214,minimal,3.96,0.72,0.0,0.0,166.0,1,0.02916,0.0,0.0,0.00898,0.31058,0.02737,0.00972,,,,,,,,0.02982,0.0,0.0,0.01156,0.28559,0.02625,0.00994,7,0.25,0.0,0.5827,5,2,0,5,2,0,0.0397,0.0007,0.0,,6.7
S4,Test0,214,minimal,210.51,53.64,6819856.0,0.0,-1,0,0.29742,0.16621,0.0048,0.0,0.0,0.13778,0.15615,0.607,0.74323,0.05716,0.0,0.0,0.41394,0.46913,0.62034,0.82079,0.14901,0.0,0.0,0.46769,0.53005,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.1
S4,F5Ev,214,minimal,5.76,1.62,0.0,0.0,166.0,1,0.04215,0.0,0.0,0.0234,0.33633,0.03356,0.01405,,,,,,,,0.0428,0.0,0.0,0.02938,0.292,0.03149,0.01427,8,0.25,0.0,0.5567,4,3,0,4,3,0,-0.0016,-0.0344,0.0,,6.5
S4,F5EvAI,214,minimal,10.98,1.98,58594.0,0.0,194.0,1,0.07316,0.01847,0.00011,0.05324,0.24791,0.0447,0.03058,,,,,,,,0.07853,0.02518,0.00012,0.08744,0.18603,0.04663,0.03461,8,0.147,0.0,0.642,3,3,3,3,1,2,-0.0582,-0.0356,-0.029,template,8.6
S4,F5,214,minimal,10.71,1.89,29297.0,0.0,-1,0,0.05418,0.01007,0.00021,0.03875,0.39991,0.04476,0.02149,0.06834,0.01343,0.00034,0.11999,0.40776,0.05519,0.02737,0.07675,0.01343,0.00036,0.1949,0.42358,0.06301,0.03018,5,0.0,0.263,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,17.6
S5,Test0,214,minimal,210.51,53.64,6819856.0,0.0,-1,0,0.29742,0.16621,0.0048,0.0,0.0,0.13778,0.15615,0.607,0.74323,0.05716,0.0,0.0,0.41394,0.46913,0.62034,0.82079,0.14901,0.0,0.0,0.46769,0.53005,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.2
S5,F5Ev,214,minimal,12.24,2.7,131746.0,0.0,272.0,1,0.07436,0.0235,0.00012,0.03427,0.28338,0.04751,0.03266,,,,,,,,0.08676,0.04667,0.00019,0.06427,0.27487,0.05925,0.04454,9,0.239,0.0,0.604,7,5,0,7,4,0,-0.0794,-0.0215,0.0,,10.6
S5,F5,214,minimal,12.87,2.34,80567.0,0.0,-1,0,0.06162,0.01007,0.00021,0.04214,0.36259,0.04496,0.02397,0.07794,0.01847,0.00031,0.1202,0.41229,0.05977,0.03224,0.09082,0.03727,0.00046,0.18156,0.33937,0.06845,0.04285,5,0.0,0.117,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,17.6
S1,Test0,215,minimal,280.44,131.31,4444444.0,0.0,-1,0,0.26349,0.0,0.0,0.0,0.0,0.0775,0.08783,0.59463,0.91015,0.12983,0.0,0.0,0.48077,0.54487,0.66603,1.0,0.27174,0.0,0.0,0.56993,0.64592,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.7
S5,F5EvAI,214,minimal,12.06,2.52,65918.0,0.0,266.0,1,0.07496,0.01847,0.00011,0.05114,0.25821,0.04571,0.03118,,,,,,,,0.0856,0.02854,0.00013,0.1107,0.22169,0.05316,0.03809,9,0.065,0.0,0.6602,4,4,4,4,2,2,-0.054,-0.0594,-0.0241,template,11.6
S1,F5Ev,215,minimal,0.36,0.36,0.0,0.0,42.0,1,,,,,,,,,,,,,,,0.00255,0.0,0.0,0.00166,0.70198,0.04214,0.00085,7,0.25,0.0,0.6472,0,2,0,0,2,0,0.0,0.0397,0.0,,1.9
S1,F5EvAI,215,minimal,0.36,0.36,0.0,0.0,50.0,1,,,,,,,,,,,,,,,0.00255,0.0,0.0,0.00178,0.70704,0.04245,0.00085,6,0.0,0.15,0.2504,0,1,2,0,1,0,0.0,0.0387,0.0,template,2.8
S2,Test0,215,minimal,280.44,131.31,4444444.0,0.0,-1,0,0.49425,0.26372,0.00362,0.0,0.0,0.224,0.25387,0.66545,0.97148,0.1743,0.0,0.0,0.53271,0.60374,0.66603,1.0,0.29816,0.0,0.0,0.5777,0.65473,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.9
S1,F5,215,minimal,0.9,0.81,0.0,0.0,-1,0,0.00255,0.0,0.0,0.00496,0.91299,0.05475,0.00085,0.00383,0.0,0.0,0.01782,0.90731,0.05554,0.00128,0.00636,0.0,0.0,0.03796,0.89667,0.05685,0.00212,5,0.0,0.246,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,18.3
S2,F5,215,minimal,248.76,115.02,1743393.0,0.0,-1,0,0.14827,0.03007,0.00013,0.12583,0.33025,0.07932,0.05949,0.40488,0.24482,0.00265,0.60576,0.22938,0.24099,0.21745,0.63885,0.52315,0.00803,1.0,0.14695,0.41159,0.39001,5,0.327,0.215,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,20.1
S2,F5Ev,215,minimal,190.53,81.45,2018069.0,0.0,-1,0,0.15243,0.03007,0.00027,0.13105,0.28059,0.07797,0.06092,0.54795,0.37832,0.00409,0.6839,0.1689,0.3238,0.31012,0.57535,0.59789,0.00755,1.0,0.20202,0.418,0.39359,9,0.539,0.0,0.3241,26,4,0,16,4,0,-0.5184,0.0119,0.0,,31.8
S3,Test0,215,minimal,269.19,84.6,8888889.0,0.0,-1,0,0.36267,0.24315,0.01079,0.0,0.0,0.18136,0.20554,0.61699,0.92682,0.12606,0.0,0.0,0.49114,0.55662,0.66511,1.0,0.23705,0.0,0.0,0.55946,0.63405,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.4
S2,F5EvAI,215,minimal,260.46,123.84,1837035.0,0.0,-1,0,0.14827,0.03007,0.00013,0.13885,0.30067,0.07834,0.05949,0.20705,0.07731,0.00049,0.71715,0.25784,0.14113,0.09495,0.64939,0.58071,0.01135,1.0,0.10939,0.43039,0.41381,11,0.369,0.05,0.6788,18,8,6,14,2,4,-0.8412,-0.1045,-0.0447,template,31.7
S3,F5,215,minimal,2.43,1.53,0.0,0.0,-1,0,0.0066,0.0,0.0,0.00566,0.59039,0.037,0.0022,0.01311,0.0,0.0,0.01975,0.53807,0.03667,0.00437,0.01761,0.0,0.0,0.04888,0.58202,0.04229,0.00587,5,0.0,0.4,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,17.8
S3,F5EvAI,215,minimal,15.93,6.84,107333.0,0.0,-1,0,0.01569,0.0,0.0,0.00724,0.40491,0.02886,0.00523,0.03585,0.0,0.0,0.06469,0.26239,0.02978,0.01195,0.10517,0.01872,0.00011,0.19047,0.21025,0.06004,0.04134,9,0.004,0.492,0.5808,0,49,6,0,2,2,0.0,-0.078,-0.024,template,14.2
S4,Test0,215,minimal,269.46,84.69,8888889.0,0.0,-1,0,0.50248,0.4643,0.03109,0.0,0.0,0.29349,0.33262,0.66504,1.0,0.20078,0.0,0.0,0.54877,0.62194,0.66533,1.0,0.26516,0.0,0.0,0.56779,0.6435,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,1.6
S3,F5Ev,215,minimal,40.77,9.0,703556.0,0.0,-1,0,0.01569,0.0,0.0,0.00682,0.43975,0.03088,0.00523,0.19808,0.0724,0.00102,0.08066,0.27834,0.10097,0.0905,0.23124,0.08706,0.0015,0.19355,0.22142,0.11847,0.1066,8,0.18,0.09,0.6475,16,22,0,14,3,0,-0.3293,-0.0401,0.0,,17.9
S4,F5,215,minimal,39.6,12.6,1349606.0,0.0,-1,0,0.0432,0.00156,0.0,0.02927,0.46921,0.04249,0.01492,0.09222,0.05461,0.00095,0.12045,0.32277,0.06954,0.04926,0.2261,0.15344,0.00271,0.33686,0.28837,0.14921,0.12742,5,0.004,0.604,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,12.1
S4,F5Ev,215,minimal,58.32,19.89,1328783.0,0.0,-1,0,0.05164,0.00156,0.0,0.05058,0.2731,0.03469,0.01773,0.25037,0.13325,0.00185,0.3426,0.18233,0.14425,0.12849,0.30084,0.15883,0.00241,0.75754,0.15712,0.18971,0.15403,8,0.367,0.171,0.5852,26,3,0,20,3,0,-0.9289,-0.1019,0.0,,18.8
S5,Test0,215,minimal,269.46,84.69,8888889.0,0.0,-1,0,0.50248,0.4643,0.03109,0.0,0.0,0.29349,0.33262,0.66504,1.0,0.20078,0.0,0.0,0.54877,0.62194,0.66533,1.0,0.26516,0.0,0.0,0.56779,0.6435,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,1.6
S4,F5EvAI,215,minimal,48.87,14.67,940185.0,0.0,-1,0,0.04076,0.00156,0.0,0.0886,0.17217,0.02779,0.01411,0.23978,0.09206,0.00112,0.56098,0.18123,0.14159,0.11099,0.26501,0.13418,0.00163,1.0,0.16878,0.18664,0.13361,11,0.333,0.096,0.6553,21,6,3,15,4,2,-0.4773,-0.1089,-0.0065,template,19.9
S5,F5,215,minimal,48.6,15.03,827106.0,0.0,-1,0,0.04744,0.00468,6e-05,0.03323,0.42355,0.04222,0.01739,0.1041,0.03885,0.00035,0.14321,0.34203,0.07069,0.04777,0.26393,0.12279,0.00154,0.4186,0.25306,0.1537,0.12942,5,0.004,0.483,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,11.3
S5,F5EvAI,215,minimal,6.48,3.6,31320.0,0.0,120.0,1,0.04563,0.00468,6e-05,0.09526,0.24833,0.03503,0.01679,,,,,,,,0.04563,0.00468,6e-05,0.09526,0.24833,0.03503,0.01679,9,0.1,0.175,0.5125,0,2,3,0,2,2,0.0,-0.1509,-0.0069,template,3.7
S1,Test0,216,minimal,276.75,140.31,4444444.0,0.0,-1,0,0.32551,0.21437,0.00466,0.0,0.0,0.16016,0.18151,0.65814,0.83696,0.09662,0.0,0.0,0.46815,0.53057,0.66667,1.0,0.2272,0.0,0.0,0.55702,0.63129,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,1.9
S5,F5Ev,215,minimal,56.16,18.99,978922.0,0.0,-1,0,0.05164,0.00156,0.0,0.04767,0.28974,0.03549,0.01773,0.25409,0.11171,0.00145,0.35274,0.19202,0.14006,0.12242,0.29296,0.12732,0.0017,0.73734,0.15512,0.17661,0.14066,8,0.396,0.05,0.6213,24,7,0,17,3,0,-0.8234,-0.1836,0.0,,18.4
S1,F5,216,minimal,80.1,51.66,346552.0,0.0,-1,0,0.0724,0.0,0.0,0.02959,0.58431,0.05741,0.02413,0.29746,0.0742,0.00152,0.24127,0.29089,0.14107,0.1244,0.36663,0.13501,0.002,0.70248,0.30537,0.20742,0.16788,5,0.0,0.202,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,14.5
